bootstrap_iteration,valid_players,rank_correlation_with_original,top_10_overlap_count,top_10_overlap_rate,top_20_overlap_count,top_20_overlap_rate
497,38,0.8279899332530912,7,0.7,18,0.9
498,38,0.8693511325090273,7,0.7,18,0.9
499,38,0.8759164022321917,7,0.7,19,0.95
500,38,0.894736842105263,8,0.8,17,0.85
501,38,0.8124521282416018,7,0.7,17,0.85
502,38,0.8717583980741875,7,0.7,17,0.85
503,38,0.8352117299485722,6,0.6,19,0.95
504,38,0.9045847466900099,7,0.7,18,0.9
505,38,0.8374001531896269,6,0.6,16,0.8
506,38,0.8945179997811576,7,0.7,18,0.9
507,38,0.8667250246197614,7,0.7,19,0.95
508,38,0.9220921326184484,8,0.8,19,0.95
509,38,0.9398183608709925,8,0.8,19,0.95
510,38,0.8776671408250355,8,0.8,18,0.9
511,38,0.8236130867709816,6,0.6,18,0.9
512,38,0.8743845059634533,8,0.8,17,0.85
513,38,0.8089506510559143,6,0.6,19,0.95
514,38,0.8253638253638254,5,0.5,19,0.95
515,38,0.823394244446876,8,0.8,15,0.75
516,38,0.8951745267534742,7,0.7,16,0.8
517,38,0.8984571616150564,8,0.8,17,0.85
518,38,0.8781048254732464,8,0.8,17,0.85
519,38,0.8693511325090273,7,0.7,18,0.9
520,38,0.9107123317649634,8,0.8,18,0.9
521,38,0.8820439873071452,8,0.8,18,0.9
522,38,0.9487908961593171,9,0.9,19,0.95
523,38,0.9262501367764526,7,0.7,18,0.9
524,38,0.9280008753692964,8,0.8,19,0.95
525,38,0.8223000328263486,7,0.7,18,0.9
526,38,0.894736842105263,8,0.8,18,0.9
527,38,0.8273334062807747,9,0.9,17,0.85
528,38,0.8338986760039392,7,0.7,17,0.85
529,38,0.8995513732355837,8,0.8,18,0.9
530,38,0.8883904147062042,8,0.8,16,0.8
531,38,0.8855454644928329,8,0.8,17,0.85
532,38,0.9188094977568662,9,0.9,18,0.9
533,38,0.8951745267534742,7,0.7,18,0.9
534,38,0.887952730057993,8,0.8,16,0.8
535,38,0.9277820330451908,8,0.8,19,0.95
536,38,0.8619104934894408,7,0.7,16,0.8
537,38,0.8862019914651494,7,0.7,18,0.9
538,38,0.8844512528723055,8,0.8,17,0.85
539,38,0.8903599956231535,7,0.7,17,0.85
540,38,0.8242696137432979,8,0.8,17,0.85
