player,EDGE,positive_EDGE,negative_EDGE,points,matches,coverage,eventRate,ace_edge,double_fault_edge,forced_return_error_drawn_edge,unforced_return_error_edge,return_winner_edge,winner_edge,forced_error_drawn_edge,unforced_error_edge,ace_count,double_fault_count,forced_return_error_drawn_count,unforced_return_error_count,return_winner_count,winner_count,forced_error_drawn_count,unforced_error_count,wta_rank
Elena Gabriela Ruse,0.004020829672224349,0.0500536202644165,-0.04603279059219215,1228.0,10.0,0.995114006514658,0.5488599348534202,0.003503234197181062,-0.007628901298774398,0.009159981258252289,-0.0033930191139129487,0.002486218174062431,0.017707985581504736,0.017196201053415985,-0.035010870179504806,30.0,48.0,76.0,28.0,16.0,126.0,117.0,233.0,77
Peyton Stearns,0.016484414383337934,0.05190926683292173,-0.035424852449583794,2222.0,15.0,0.9986498649864987,0.5022502250225023,0.0014843286328410127,-0.0036891334138312738,0.010058014382225621,-0.003750339758672458,0.002748043130286827,0.021048551661229684,0.01657032902633858,-0.02798537927708006,23.0,42.0,151.0,56.0,32.0,271.0,204.0,337.0,78
Alycia Parks,0.006938307480808274,0.057209406371184594,-0.05027109889037632,2811.0,22.0,0.9978655282817502,0.6189967982924226,0.008264193030361813,-0.010623061867210133,0.01089905538356222,-0.0032821428985220853,0.004480234137571413,0.01854142371752277,0.015024500102166369,-0.0363658941246441,162.0,153.0,207.0,62.0,66.0,302.0,234.0,554.0,79
Anastasia Zakharova,0.011478687954334132,0.04695143771480482,-0.035472749760470684,481.0,4.0,1.0,0.47193347193347196,0.0011925077184028673,-0.0028403515057287216,0.008923439450948695,-0.003093723991598679,0.0027769661414034116,0.01829877769525259,0.01575974670879725,-0.02953867426314328,4.0,7.0,29.0,10.0,7.0,51.0,42.0,77.0,80
Eva Lys,0.006199285185914517,0.043664669557257375,-0.03746538437134286,2359.0,18.0,0.9851632047477745,0.4607884696905468,0.0007294568196928095,-0.006205152338712749,0.007842624680070314,-0.0023970787248173233,0.0023457821538446183,0.018362963119347184,0.014383842784302447,-0.028863153307812785,12.0,75.0,125.0,38.0,29.0,251.0,188.0,369.0,81
Viktorija Golubic,0.005558552174864965,0.03812315171007323,-0.032564599535208266,1935.0,13.0,0.9963824289405685,0.40310077519379844,0.00022232411339216248,-0.0032276626339000727,0.006501556124958342,-0.002922330083640344,0.000295840689704328,0.01739204391676766,0.013711386865250736,-0.02641460681766785,3.0,32.0,85.0,38.0,3.0,195.0,147.0,277.0,82
Kimberly Birrell,0.0018256218185211729,0.03953643643088164,-0.03771081461236046,1190.0,11.0,1.0,0.4394957983193277,0.0013255374659810022,-0.008364545352584787,0.009576859662265628,-0.0011254395932462759,0.00048105187779653335,0.014502738624841813,0.013650248799996658,-0.0282208296665294,11.0,51.0,77.0,9.0,3.0,100.0,90.0,182.0,83
Veronika Erjavec,-0.0047605393783674175,0.03837147995085669,-0.04313201932922411,440.0,3.0,1.0,0.4659090909090909,0.001955441633699247,-0.0013307231242748524,0.006727546043740317,-0.004058403381706267,0.0013010266694951696,0.016081559488773454,0.012305906115148504,-0.037742892823242995,6.0,3.0,20.0,12.0,3.0,41.0,30.0,90.0,84
Veronika Kudermetova,0.014762207362338537,0.053783572426511335,-0.0390213650641728,3992.0,29.0,0.9982464929859719,0.5370741482965932,0.00463388723817507,-0.0031779126047311937,0.010900242437603298,-0.0037649350008981818,0.003345993772582768,0.01876273644836123,0.016140712529788968,-0.03207851745854342,129.0,65.0,294.0,101.0,70.0,434.0,357.0,694.0,85
Camila Osorio,0.008830765485290456,0.04446288369761438,-0.03563211821232392,2533.0,19.0,0.9857876036320569,0.4583497828661666,0.0018682071668188625,-0.006857628312488909,0.007537613767127919,-0.0036423622928328393,0.0014313176677167546,0.018804893304157303,0.01482085179179354,-0.025132127607002175,33.0,89.0,129.0,62.0,19.0,276.0,208.0,345.0,86
Sofia Kenin,0.02384994896112812,0.05601664473166093,-0.03216669577053281,7139.0,51.0,0.9956576551337722,0.5079142737078022,0.0018078042838513841,-0.004702298456605539,0.012480686343086812,-0.0018759953998642221,0.0031540040472610173,0.021104440503136875,0.01746970955432484,-0.025588401914063048,90.0,172.0,602.0,90.0,118.0,873.0,691.0,990.0,87
Oksana Selekhmeteva,0.01993180813774108,0.05178359352662962,-0.03185178538888854,577.0,4.0,1.0,0.4783362218370884,0.001242626110380804,-0.005412068627900035,0.008464815299402894,-0.003094796339602699,0.001322823187932697,0.018544403045768265,0.022208925883144957,-0.023344920421385806,5.0,16.0,33.0,12.0,4.0,62.0,71.0,73.0,88
Kamilla Rakhimova,0.012829509083367543,0.04874408956377556,-0.035914580480408013,900.0,6.0,0.9988888888888889,0.4855555555555556,0.0025493165002301297,-0.0047708888307335445,0.009209263028764523,-0.002645477759927048,0.0016961532876381472,0.017641775829418685,0.017647580917724077,-0.028498213889747426,16.0,22.0,56.0,16.0,8.0,92.0,88.0,139.0,89
Lilli Tagger,0.01302836623394404,0.04612573047965178,-0.03309736424570774,421.0,3.0,1.0,0.46080760095011875,0.003406153281186337,-0.002317965853843765,0.013007654345854198,-0.0014138539096997288,0.00045324761249237896,0.0163973956898449,0.01286127955027397,-0.029365544482164246,10.0,5.0,37.0,4.0,1.0,40.0,30.0,67.0,90
Simona Waltert,0.028035000965823554,0.06523696361697445,-0.037201962651150895,501.0,4.0,0.9700598802395209,0.5828343313373253,0.000858676964897873,-0.005064362122988793,0.008271793139608853,-0.002673199832261613,0.005713091163451843,0.0323807653208544,0.018012637028161485,-0.029464400695900495,3.0,13.0,28.0,9.0,15.0,94.0,50.0,80.0,91
Diane Parry,0.01901248497014282,0.05157364100235337,-0.032561156032210554,1852.0,13.0,0.9919006479481641,0.48542116630669546,0.003252030362739569,-0.0029507755383488448,0.009350271877207113,-0.002410498768832016,0.001339429904519865,0.020967107272145763,0.016664801585741063,-0.027199881725029688,42.0,28.0,117.0,30.0,13.0,225.0,171.0,273.0,92
Daria Snigur,0.03418963901242955,0.06211960089620829,-0.027929961883778737,234.0,2.0,1.0,0.5213675213675214,0.0018384493992044206,-0.0,0.012650086577973245,-0.001907796461485852,0.004077291556822469,0.02581363520190861,0.01774013816029955,-0.026022165422292888,3.0,0.0,20.0,3.0,5.0,35.0,23.0,33.0,93
Emiliana Arango,-0.007160345259800571,0.03188051788438621,-0.039040863144186776,324.0,3.0,0.9969135802469136,0.4012345679012346,0.001327769010536526,-0.005421464580379028,0.005481704183788406,-0.0022964216666033405,0.0005889421137632455,0.012783895528564264,0.011698207047733764,-0.0313229768972044,3.0,9.0,12.0,5.0,1.0,24.0,21.0,55.0,94
Tamara Korpatsch,0.010596675891700514,0.041540631152696135,-0.030943955260995623,417.0,3.0,1.0,0.4172661870503597,0.0017194131071696017,-0.007020601614879317,0.009228192654722928,-0.003568540143786486,0.0013727859342395077,0.014071482128563541,0.015148757328000556,-0.02035481350232982,5.0,15.0,26.0,10.0,3.0,34.0,35.0,46.0,95
Ella Seidel,0.008134563921407085,0.05045097656146743,-0.04231641264006034,473.0,3.0,1.0,0.53276955602537,0.004850707928556272,-0.004538900578921977,0.009700182667718596,-0.00188762947986338,0.0016136764892963344,0.017878534655698223,0.016407874820198006,-0.03588988258127499,16.0,11.0,31.0,6.0,4.0,49.0,43.0,92.0,96
Lanlana Tararudee,0.01563039163313778,0.05181614234190036,-0.03618575070876258,523.0,4.0,0.9980879541108987,0.5086042065009561,0.0035644124106946127,-0.004478150475571205,0.010753782968579168,-0.003129807579263597,0.0018242566430142595,0.01979914986259475,0.01587454045701757,-0.028577792653927774,13.0,12.0,38.0,11.0,5.0,60.0,46.0,81.0,97
Ajla Tomljanovic,0.01376561365120334,0.04448673369349287,-0.030721120042289527,2037.0,15.0,0.9970544918998527,0.4329896907216495,0.0028158871504751063,-0.005269759385935433,0.010172234567854774,-0.0018993673165897437,0.0022482149615233172,0.013301652711238076,0.015948744302401594,-0.02355199333976435,40.0,55.0,140.0,26.0,24.0,157.0,180.0,260.0,98
